IntCode,latitude,longitude,numacc,numones,meanspeed,maxdiffspeed,numroad,uniroad,ZipCode,StopSign,StopPerWay,TrafficLight,TrafficFlash,turnrestriction,noparking,vissigns,yielding,Complaints311,AccOverTime,STlist,STstr
4786,40.41262236187053,-79.93505990344829,0.0,0,16.666666666666668,25.0,3.0,2.0,['15207'],0,,0,,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['EDINGTON ST', 'KILBOURNE ST', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",EDINGTON ST KILBOURNE ST
4787,40.43773599652767,-80.02375508740487,0.07692307692307693,0,25.0,0.0,4.0,2.0,['15211'],1,2.0,0,,0,0,0,0,0,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","['EDITH ST', 'GREENLEAF ST', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",EDITH ST GREENLEAF ST
4788,40.439533712264655,-80.02334488749086,0.0,0,25.0,0.0,3.0,2.0,['15211'],1,1.5,0,,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['EDITH ST', 'RUTLEDGE ST', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",EDITH ST RUTLEDGE ST
4789,40.43641828975049,-80.02450577328395,0.0,1,25.0,0.0,4.0,2.0,['15211'],1,1.5,0,,0,0,0,0,3,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['EDITH ST', 'WELL ST', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",EDITH ST WELL ST
4790,40.434462869635574,-80.02563830031023,0.0,0,25.0,0.0,2.0,2.0,['15211'],0,,0,,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['EDITH ST', 'WILMAR ST', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",EDITH ST WILMAR ST
4791,40.46112745779646,-79.94806592878746,0.8461538461538461,2,30.0,10.0,4.0,2.0,['15224'],0,,1,1.0,4,1,0,0,4,"[0, 0, 0, 0, 0, 2, 1, 3, 1, 1, 0, 0, 1, 2]","['EDMOND ST', 'LIBERTY AVE', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",EDMOND ST LIBERTY AVE
4792,40.46078022466242,-79.9483125436822,0.07692307692307693,2,25.0,0.0,3.0,2.0,['15224'],1,1.0,0,,0,2,0,0,0,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['EDMOND ST', 'MITRE WAY', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",EDMOND ST MITRE WAY
4793,40.46047755008734,-79.94856240677602,0.0,3,25.0,0.0,3.0,2.0,['15224'],0,,0,,0,3,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['EDMOND ST', 'SCIOTA ST', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",EDMOND ST SCIOTA ST
4794,40.45926226233561,-79.94955000360586,0.0,2,25.0,0.0,3.0,2.0,['15224'],1,1.0,0,,0,3,0,0,2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['EDMOND ST', 'YEW ST', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",EDMOND ST YEW ST
4795,40.458942948097146,-79.94980829903766,0.0,3,25.0,0.0,3.0,2.0,['15224'],0,,0,,0,3,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['EDMOND ST', 'ALOE ST', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",EDMOND ST ALOE ST
4796,40.46017504445087,-79.9488032856327,0.0,2,25.0,0.0,3.0,2.0,['15224'],0,,0,,0,3,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['EDMOND ST', 'PARSLEY WAY', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",EDMOND ST PARSLEY WAY
4797,40.45819689172029,-79.9504148423171,0.0,1,25.0,0.0,3.0,2.0,['15224'],1,0.6666666666666666,0,,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['EDMOND ST', 'LORIGAN ST', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",EDMOND ST LORIGAN ST
4798,40.457730326135156,-79.95079953318249,0.0,0,25.0,0.0,2.0,2.0,['15224'],0,,0,,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['EDMOND ST', 'JUNIPER ST', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",EDMOND ST JUNIPER ST
4799,40.4656028825756,-79.94742903819714,0.4615384615384616,3,31.66666666666667,10.0,3.0,2.0,['15224'],1,0.0,0,,0,2,0,0,1,"[1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0]","['EDMOND ST', 'PENN AVE', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",EDMOND ST PENN AVE
4800,40.462516245396145,-80.07879632063306,0.0,0,25.0,0.0,2.0,2.0,['15204'],0,,0,,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['EDMORE ST', 'YOUGHIOGHENY ST', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",EDMORE ST YOUGHIOGHENY ST
4801,40.43616607957584,-79.98153187942475,0.0,1,25.0,0.0,3.0,2.0,['15219'],0,,0,,1,1,0,0,2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['EDNA ST', 'MILTENBERGER ST', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",EDNA ST MILTENBERGER ST
4802,40.43621357907285,-79.98276875299594,0.0,1,25.0,0.0,3.0,2.0,['15219'],0,,0,,0,2,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['EDNA ST', 'VAN BRAAM ST', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",EDNA ST VAN BRAAM ST
4803,40.38307716176281,-79.9781874194955,0.0,0,25.0,0.0,4.0,2.0,['15227'],0,,0,,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['EDOM WAY', 'WINDFALL WAY', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",EDOM WAY WINDFALL WAY
4804,40.38287499439512,-79.97952100141376,0.0,0,25.0,0.0,3.0,2.0,['15227'],0,,0,,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['EDOM WAY', 'MELODY ST', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",EDOM WAY MELODY ST
4805,40.46033922134067,-80.07587301196307,0.0,0,25.0,0.0,4.0,2.0,['15204'],0,,0,,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['EDTON WAY', 'HARLOW ST', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",EDTON WAY HARLOW ST
4806,40.46001849009148,-80.07605068656594,0.0,0,13.0,24.0,2.0,2.0,['15204'],0,,0,,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['EDTON WAY', 'RACINE WAY', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",EDTON WAY RACINE WAY
4807,40.461585515104495,-80.07514036185988,0.07692307692307693,0,25.0,0.0,3.0,2.0,['15204'],0,,0,,0,0,0,0,0,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['EDTON WAY', 'YOUGHIOGHENY ST', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",EDTON WAY YOUGHIOGHENY ST
4808,40.42032024621437,-79.962727057284,0.0,0,25.0,0.0,3.0,2.0,['15203'],0,,0,,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['EDWARDS WAY', 'HANDLER ST', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",EDWARDS WAY HANDLER ST
4809,40.40263111846088,-80.00950446209988,0.0,0,20.0,10.0,2.0,2.0,['15226'],0,,0,,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['EFFORT WAY', 'LAMOINE ST', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",EFFORT WAY LAMOINE ST
4810,40.40275526518845,-80.0145219526853,0.0,0,20.0,10.0,4.0,2.0,['15226'],0,,0,,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['EFFORT WAY', 'HARTRANFT ST', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",EFFORT WAY HARTRANFT ST
4811,40.46828052057167,-79.97800073159728,0.0,0,25.0,0.0,3.0,2.0,['15212'],0,,0,,0,6,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['EGGERS ST', 'HECKLEMAN ST', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",EGGERS ST HECKLEMAN ST
4812,40.44295964301313,-79.8948349268736,0.0,0,25.0,0.0,3.0,2.0,['15221'],0,,0,,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['EGINA WAY', 'PANSY WAY', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",EGINA WAY PANSY WAY
4813,40.442663550734146,-79.89392255413641,0.0,0,25.0,0.0,3.0,2.0,['15221'],0,,0,,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['EGINA WAY', 'PEEBLES ST', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",EGINA WAY PEEBLES ST
4814,40.45871382930228,-80.01463763812595,0.0,0,19.0,24.0,4.0,3.0,['15212'],0,,0,,0,2,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['ATLANTA ST', 'EHLERS WAY', 'W JEFFERSON ST', 'None', 'None', 'None', 'None', 'None', 'None']",ATLANTA ST EHLERS WAY W JEFFERSON ST
4815,40.45938850310049,-80.01485441648889,0.0,0,17.0,24.0,3.0,2.0,['15212'],0,,0,,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['EHLERS WAY', 'REDKNAP ST', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",EHLERS WAY REDKNAP ST
4816,40.468661223139065,-79.9029849331952,0.0,0,25.0,0.0,4.0,2.0,['15206'],1,4.0,0,,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['EIDER ST', 'NAVARRO ST', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",EIDER ST NAVARRO ST
4817,40.469718513519894,-79.90023272280227,0.0,0,25.0,0.0,3.0,2.0,['15206'],0,,0,,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['EIDER ST', 'NELSON ST', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",EIDER ST NELSON ST
4818,40.39126699977396,-79.98400346059651,0.0,0,25.0,0.0,3.0,2.0,['15210'],0,,0,,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['EILER AVE', 'HAITI ST', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",EILER AVE HAITI ST
4819,40.3913898325122,-79.98546017507567,0.0,0,25.0,0.0,4.0,3.0,['15210'],1,1.3333333333333333,0,,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['EILER AVE', 'HAZELDELL ST', 'LUTZ AVE', 'None', 'None', 'None', 'None', 'None', 'None']",EILER AVE HAZELDELL ST LUTZ AVE
4820,40.391175923178366,-79.98296258639793,0.0,0,25.0,0.0,3.0,2.0,['15210'],0,,0,,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['EILER AVE', 'NUZUM AVE', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",EILER AVE NUZUM AVE
4821,40.39032222983222,-79.9801063083161,0.0,0,25.0,0.0,2.0,2.0,['15210'],0,,0,,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['EILER AVE', 'RADIANT ST', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",EILER AVE RADIANT ST
4822,40.39014503030873,-79.98043084131692,0.0,0,25.0,0.0,3.0,2.0,['15210'],0,,0,,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['EILER AVE', 'RAVEN ST', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",EILER AVE RAVEN ST
4823,40.411859301179376,-79.96803656739534,0.0,0,25.0,0.0,3.0,2.0,['15210'],0,,0,,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['EISEL ST', 'PARKWOOD RD', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",EISEL ST PARKWOOD RD
4824,40.45023690252543,-79.89015901477225,0.0,0,25.0,0.0,3.0,2.0,['15208'],0,,0,,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['EL CT', 'SUSQUEHANNA ST', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",EL CT SUSQUEHANNA ST
4825,40.48744754243828,-79.92869946603966,0.15384615384615385,0,25.0,0.0,4.0,2.0,['15206'],1,2.0,0,,0,0,0,0,4,"[0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0]","['EL PASO ST', 'GREENWOOD ST', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",EL PASO ST GREENWOOD ST
4826,40.486399289226775,-79.92997641331637,0.0,0,18.75,25.0,4.0,2.0,['15206'],1,4.0,0,,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['EL PASO ST', 'MARTHA ST', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",EL PASO ST MARTHA ST
4827,40.485773743088714,-79.93075094392155,0.0,0,25.0,0.0,3.0,2.0,['15206'],0,,0,,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['EL PASO ST', 'PEGGY WAY', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",EL PASO ST PEGGY WAY
4828,40.484043458895606,-79.93182864522791,0.0,0,25.0,0.0,2.0,2.0,['15201'],0,,0,,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['EL PASO ST', 'TRAVERSE WAY', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",EL PASO ST TRAVERSE WAY
4829,40.44755040087362,-79.96776980780581,0.0,1,25.0,0.0,4.0,2.0,['15219'],1,3.0,0,,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['ELBA ST', 'FRANCIS ST', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",ELBA ST FRANCIS ST
4830,40.44700315561891,-79.96881389237363,0.0,3,25.0,0.0,4.0,2.0,['15219'],1,0.5,0,,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['ELBA ST', 'WATT ST', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",ELBA ST WATT ST
4831,40.44627028164631,-79.97072971626922,0.0,2,17.0,24.0,3.0,2.0,['15219'],0,,0,,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['ELBA ST', 'JUNILLA ST', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",ELBA ST JUNILLA ST
4832,40.44804293710187,-79.96700066528274,0.07692307692307693,0,25.0,0.0,2.0,2.0,['15219'],0,,0,,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","['ELBA ST', 'MORGAN ST', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",ELBA ST MORGAN ST
4833,40.46014158689717,-80.07542581090158,0.0,0,25.0,0.0,3.0,2.0,['15204'],0,,0,,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['ELBERTON ST', 'HARLOW ST', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",ELBERTON ST HARLOW ST
4834,40.4410346732469,-80.04164447631587,0.0,0,25.0,0.0,3.0,2.0,['15220'],1,3.0,0,,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['ELBON ST', 'HARKER ST', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",ELBON ST HARKER ST
4835,40.441349645708605,-80.04120054269707,0.07692307692307693,0,25.0,0.0,5.0,2.0,['15220'],1,2.5,0,,0,0,0,0,1,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","['ELBON ST', 'NEIDEL ST', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",ELBON ST NEIDEL ST
4836,40.44162237006295,-80.04080997760903,0.15384615384615385,0,31.66666666666667,10.0,3.0,2.0,['15220'],1,1.5,0,,0,0,0,0,0,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['ELBON ST', 'STEUBEN ST', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",ELBON ST STEUBEN ST
4837,40.46488767392757,-79.98132827783736,0.0,0,25.0,0.0,3.0,2.0,['15212'],0,,0,,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['ELBOW ST', 'LOFINK ST', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",ELBOW ST LOFINK ST
4838,40.415884773875725,-80.00132071356465,0.0,0,25.0,0.0,3.0,2.0,['15210'],1,3.0,0,,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['ELDORA PL', 'MICHIGAN ST', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",ELDORA PL MICHIGAN ST
4839,40.41360004813557,-80.00122204353389,0.07692307692307693,0,25.0,0.0,2.0,2.0,['15210'],0,,0,,0,0,0,0,0,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","['ELDORA PL', 'VANDALIA ST', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",ELDORA PL VANDALIA ST
4840,40.42940228499185,-79.92205968621248,0.07692307692307693,1,31.66666666666667,10.0,3.0,2.0,['15217'],1,1.0,0,,0,0,0,0,2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","['ELDRIDGE ST', 'FORWARD AVE', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",ELDRIDGE ST FORWARD AVE
4841,40.43163925478071,-79.92232573922347,0.0,1,25.0,0.0,3.0,2.0,['15217'],0,,0,,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['ELDRIDGE ST', 'NICHOLSON ST', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",ELDRIDGE ST NICHOLSON ST
4842,40.423646766300934,-79.97256667498799,0.0,0,18.75,25.0,4.0,2.0,['15203'],1,2.0,0,,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['ELEANOR ST', 'LETICOE ST', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",ELEANOR ST LETICOE ST
4843,40.419308043587655,-79.97257915900799,0.2307692307692308,1,25.0,0.0,4.0,2.0,['15203'],1,1.5,0,,0,1,0,0,1,"[0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0]","['ELEANOR ST', 'PATTERSON ST', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",ELEANOR ST PATTERSON ST
4844,40.422144501839426,-79.97268785453284,0.15384615384615385,1,18.75,25.0,4.0,2.0,['15203'],0,,0,,0,0,0,0,2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]","['ELEANOR ST', 'HOLT ST', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",ELEANOR ST HOLT ST
4845,40.4206262591932,-79.97235491503558,0.0,0,25.0,0.0,4.0,2.0,['15203'],0,,0,,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['ELEANOR ST', 'WELLINGTON ST', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",ELEANOR ST WELLINGTON ST
4846,40.41879768906184,-79.97266653733377,0.8461538461538461,0,25.0,0.0,4.0,2.0,['15210'],1,1.0,0,,0,0,0,0,0,"[1, 0, 0, 2, 1, 2, 1, 0, 3, 1, 0, 0, 0, 0]","['ELEANOR ST', 'SALISBURY ST', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",ELEANOR ST SALISBURY ST
4847,40.416566763358816,-79.97305380436238,0.0,0,25.0,0.0,4.0,2.0,['15210'],0,,0,,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['ELEANOR ST', 'ELSIE ST', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",ELEANOR ST ELSIE ST
4848,40.41612590491889,-79.97313268690911,0.15384615384615385,0,25.0,0.0,4.0,2.0,['15210'],1,1.0,0,,0,0,0,0,0,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","['ELEANOR ST', 'SPRING ST', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",ELEANOR ST SPRING ST
4849,40.4231193698011,-79.97261217926871,0.0,0,12.5,25.0,4.0,2.0,['15203'],0,,0,,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['ELEANOR ST', 'MISSION ST', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",ELEANOR ST MISSION ST
4850,40.47832904571104,-79.93602790577505,0.0,0,25.0,0.0,3.0,2.0,['15201'],1,1.5,0,,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['ELENA CT', 'ORANMORE ST', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",ELENA CT ORANMORE ST
4851,40.447475730442356,-80.04514757123269,0.0,0,25.0,0.0,2.0,2.0,['15220'],0,,0,,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['ELF ST', 'NITTANY ST', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",ELF ST NITTANY ST
4852,40.47618199618464,-79.91859385194721,0.0,0,25.0,0.0,4.0,2.0,['15206'],0,,0,,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['ELGIN ST', 'MILLBRAE WAY', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",ELGIN ST MILLBRAE WAY
4853,40.476477744050676,-79.91936834688151,0.3076923076923077,0,25.0,0.0,4.0,2.0,['15206'],1,2.0,0,,0,0,0,0,6,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 2]","['ELGIN ST', 'N EUCLID AVE', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",ELGIN ST N EUCLID AVE
4854,40.477188515356495,-79.92121784514022,0.0,2,30.0,10.0,4.0,2.0,['15206'],1,0.6666666666666666,0,,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['ELGIN ST', 'MELLON ST', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",ELGIN ST MELLON ST
4855,40.47683982499381,-79.92030229649811,0.0,0,25.0,0.0,4.0,2.0,['15206'],1,1.0,0,,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['ELGIN ST', 'N SAINT CLAIR ST', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",ELGIN ST N SAINT CLAIR ST
4856,40.477966916130974,-79.92330239069656,0.2307692307692308,0,25.0,0.0,4.0,2.0,['15206'],1,4.0,0,,0,0,0,0,0,"[1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['ELGIN ST', 'N NEGLEY AVE', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",ELGIN ST N NEGLEY AVE
4857,40.415549777428545,-79.96721303626566,0.0,0,25.0,0.0,3.0,2.0,['15210'],0,,0,,0,0,0,0,2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['ELIAS WAY', 'SPRING ST', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",ELIAS WAY SPRING ST
4858,40.389678754533186,-80.00900722020478,0.0,0,17.0,24.0,3.0,2.0,['15226'],0,,0,,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['ELIRIA WAY', 'HOBSON ST', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",ELIRIA WAY HOBSON ST
4859,40.45463967636086,-80.06758572742875,0.0,0,25.0,0.0,2.0,2.0,['15204'],0,,0,,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['ELISKA ST', 'FUDGE WAY', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",ELISKA ST FUDGE WAY
4860,40.45485316680252,-80.06789411850485,0.0,0,25.0,0.0,3.0,2.0,['15204'],0,,0,,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['ELISKA ST', 'NOKOMIS ST', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",ELISKA ST NOKOMIS ST
4861,40.407372348132256,-79.94161511044051,0.0,0,25.0,0.0,4.0,2.0,['15207'],1,1.0,1,0.0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['E ELIZABETH ST', 'GERTRUDE ST', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",E ELIZABETH ST GERTRUDE ST
4862,40.40780036862144,-79.93938846643142,0.0,0,25.0,0.0,3.0,2.0,['15207'],0,,0,,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['E ELIZABETH ST', 'STEELE CT', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",E ELIZABETH ST STEELE CT
4863,40.407941676769006,-79.9388506498169,0.0,0,25.0,0.0,3.0,2.0,['15207'],0,,0,,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['E ELIZABETH ST', 'ORINOCO ST', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",E ELIZABETH ST ORINOCO ST
4864,40.40773062783647,-79.93767100211777,0.0,0,25.0,0.0,3.0,2.0,['15207'],0,,0,,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['E ELIZABETH ST', 'ELECTRIC ST', 'None', 'None', 'None', 'None', 'None', 'None', 'None']",E ELIZABETH ST ELECTRIC ST
